X [s],Avanti sensor 5: EMG 5 [V],X [s],Avanti sensor 5: ACC.X 5 [g],X [s],Avanti sensor 5: ACC.Y 5 [g],X [s],Avanti sensor 5: ACC.Z 5 [g],X [s],Avanti sensor 6: EMG 6 [V],X [s],Avanti sensor 6: ACC.X 6 [g],X [s],Avanti sensor 6: ACC.Y 6 [g],X [s],Avanti sensor 6: ACC.Z 6 [g],X [s],Avanti sensor 7: EMG 7 [V],X [s],Avanti sensor 7: ACC.X 7 [g],X [s],Avanti sensor 7: ACC.Y 7 [g],X [s],Avanti sensor 7: ACC.Z 7 [g],X [s],Avanti sensor 8: EMG 8 [V],X [s],Avanti sensor 8: ACC.X 8 [g],X [s],Avanti sensor 8: ACC.Y 8 [g],X [s],Avanti sensor 8: ACC.Z 8 [g]
2.210365385,-7.55322E-06,28.73475,0.076539256,28.73475,-1.027237296,28.73475,-0.261844814,2.210365385,-2.48417E-05,28.73475,0.286015093,28.73475,-0.982925117,28.73475,-0.338384062,2.210365385,-1.15816E-05,28.73475,0.43506524,28.73475,-0.946669698,28.73475,-0.012085145,2.210365385,-1.12459E-05,28.73475,-0.237674519,28.73475,-1.003067017,28.73475,-0.092652783
2.210884615,-6.88182E-06,28.7415,0.080567636,28.7415,-1.027237296,28.7415,-0.257816434,2.210884615,-2.31632E-05,28.7415,0.290043473,28.7415,-0.982925117,28.7415,-0.334355682,2.210884615,-9.9031E-06,28.7415,0.43103683,28.7415,-0.950698078,28.7415,-0.012085145,2.210884615,-1.35958E-05,28.7415,-0.23364614,28.7415,-1.007095456,28.7415,-0.092652783
2.211403846,-3.35698E-06,28.74825,0.088624395,28.74825,-1.031265736,28.74825,-0.261844814,2.211403846,-2.16526E-05,28.74825,0.286015093,28.74825,-0.986953497,28.74825,-0.342412442,2.211403846,-8.72816E-06,28.74825,0.43506524,28.74825,-0.950698078,28.74825,-0.008056764,2.211403846,-1.09102E-05,28.74825,-0.22961776,28.74825,-1.011123776,28.74825,-0.092652783
2.211923077,-8.39246E-07,28.755,0.092652783,28.755,-1.031265736,28.755,-0.257816434,2.211923077,-2.24918E-05,28.755,0.286015093,28.755,-0.982925117,28.755,-0.346440822,2.211923077,-6.54612E-06,28.755,0.42700845,28.755,-0.950698078,28.755,-0.004028382,2.211923077,-9.73526E-06,28.755,-0.22558938,28.755,-1.015152216,28.755,-0.104737923
2.212442308,-4.53193E-06,28.76175,0.088624395,28.76175,-1.031265736,28.76175,-0.249759674,2.212442308,-2.87022E-05,28.76175,0.277958333,28.76175,-0.986953497,28.76175,-0.342412442,2.212442308,-5.20333E-06,28.76175,0.41895169,28.76175,-0.954726458,28.76175,-0.008056764,2.212442308,-1.15816E-05,28.76175,-0.21753262,28.76175,-1.011123776,28.76175,-0.10876631
2.212961538,-8.89601E-06,28.7685,0.072510868,28.7685,-1.035294056,28.7685,-0.249759674,2.212961538,-3.37377E-05,28.7685,0.265873194,28.7685,-0.986953497,28.7685,-0.338384062,2.212961538,-4.19623E-06,28.7685,0.41492331,28.7685,-0.958754838,28.7685,-0.004028382,2.212961538,-1.46029E-05,28.7685,-0.209475845,28.7685,-1.007095456,28.7685,-0.104737923
2.213480769,-8.22461E-06,28.77525,0.072510868,28.77525,-1.035294056,28.77525,-0.253788054,2.213480769,-3.13878E-05,28.77525,0.265873194,28.77525,-0.990981877,28.77525,-0.338384062,2.213480769,-4.19623E-06,28.77525,0.41492331,28.77525,-0.962783217,28.77525,-0.008056764,2.213480769,-1.57778E-05,28.77525,-0.213504225,28.77525,-1.011123776,28.77525,-0.096681163
2.214,-6.21042E-06,28.782,0.076539256,28.782,-1.035294056,28.782,-0.253788054,2.214,-2.56809E-05,28.782,0.273929954,28.782,-0.990981877,28.782,-0.342412442,2.214,-4.86763E-06,28.782,0.42700845,28.782,-0.958754838,28.782,-0.012085145,2.214,-1.29244E-05,28.782,-0.22961776,28.782,-1.023208976,28.782,-0.096681163
2.214519231,-4.86763E-06,28.78875,0.084596016,28.78875,-1.039322495,28.78875,-0.265873194,2.214519231,-2.4506E-05,28.78875,0.281986713,28.78875,-0.999038696,28.78875,-0.342412442,2.214519231,-5.03548E-06,28.78875,0.443122,28.78875,-0.954726458,28.78875,-0.004028382,2.214519231,-9.9031E-06,28.78875,-0.253788054,28.78875,-1.027237296,28.78875,-0.096681163
2.215038462,-5.03548E-06,28.7955,0.096681163,28.7955,-1.047379255,28.7955,-0.269901574,2.215038462,-2.71916E-05,28.7955,0.294071853,28.7955,-0.995010257,28.7955,-0.346440822,2.215038462,-3.86053E-06,28.7955,0.451178759,28.7955,-0.954726458,28.7955,-0.004028382,2.215038462,-1.05745E-05,28.7955,-0.261844814,28.7955,-1.031265736,28.7955,-0.096681163
2.215557692,-3.86053E-06,28.80225,0.104737923,28.80225,-1.051407576,28.80225,-0.281986713,2.215557692,-2.92058E-05,28.80225,0.306157023,28.80225,-0.999038696,28.80225,-0.346440822,2.215557692,-2.51774E-06,28.80225,0.463263899,28.80225,-0.958754838,28.80225,-0.008056764,2.215557692,-1.12459E-05,28.80225,-0.261844814,28.80225,-1.027237296,28.80225,-0.096681163
2.216076923,-1.0071E-06,28.809,0.104737923,28.809,-1.055436015,28.809,-0.281986713,2.216076923,-2.71916E-05,28.809,0.314213783,28.809,-0.995010257,28.809,-0.354497582,2.216076923,-1.51064E-06,28.809,0.467292279,28.809,-0.958754838,28.809,-0.004028382,2.216076923,-8.89601E-06,28.809,-0.265873194,28.809,-1.027237296,28.809,-0.096681163
2.216596154,-2.51774E-06,28.81575,0.096681163,28.81575,-1.051407576,28.81575,-0.277958333,2.216596154,-2.56809E-05,28.81575,0.310185403,28.81575,-0.986953497,28.81575,-0.354497582,2.216596154,-1.67849E-07,28.81575,0.463263899,28.81575,-0.950698078,28.81575,0,2.216596154,-5.87472E-06,28.81575,-0.261844814,28.81575,-1.027237296,28.81575,-0.088624395
2.217115385,-9.06386E-06,28.8225,0.092652783,28.8225,-1.043350816,28.8225,-0.281986713,2.217115385,-2.90379E-05,28.8225,0.306157023,28.8225,-0.982925117,28.8225,-0.342412442,2.217115385,4.69978E-06,28.8225,0.455207139,28.8225,-0.942641318,28.8225,-0.004028382,2.217115385,-3.52483E-06,28.8225,-0.265873194,28.8225,-1.023208976,28.8225,-0.088624395
2.217634615,-1.29244E-05,28.82925,0.092652783,28.82925,-1.039322495,28.82925,-0.277958333,2.217634615,-3.25628E-05,28.82925,0.298100233,28.82925,-0.982925117,28.82925,-0.338384062,2.217634615,7.88891E-06,28.82925,0.451178759,28.82925,-0.942641318,28.82925,-0.004028382,2.217634615,-4.86763E-06,28.82925,-0.249759674,28.82925,-1.019180536,28.82925,-0.096681163
2.218153846,-1.19173E-05,28.836,0.100709543,28.836,-1.031265736,28.836,-0.273929954,2.218153846,-3.57519E-05,28.836,0.298100233,28.836,-0.982925117,28.836,-0.338384062,2.218153846,6.88182E-06,28.836,0.451178759,28.836,-0.938612938,28.836,0,2.218153846,-9.56741E-06,28.836,-0.249759674,28.836,-1.007095456,28.836,-0.10876631
2.218673077,-1.30922E-05,28.84275,0.10876631,28.84275,-1.035294056,28.84275,-0.261844814,2.218673077,-3.6759E-05,28.84275,0.294071853,28.84275,-0.982925117,28.84275,-0.338384062,2.218673077,3.52483E-06,28.84275,0.443122,28.84275,-0.934584558,28.84275,0.004028382,2.218673077,-1.15816E-05,28.84275,-0.257816434,28.84275,-1.007095456,28.84275,-0.11279469
2.219192308,-1.09102E-05,28.8495,0.10876631,28.8495,-1.031265736,28.8495,-0.265873194,2.219192308,-3.37377E-05,28.8495,0.290043473,28.8495,-0.978896737,28.8495,-0.330327302,2.219192308,4.19623E-06,28.8495,0.43909362,28.8495,-0.942641318,28.8495,0.016113527,2.219192308,-8.89601E-06,28.8495,-0.261844814,28.8495,-1.011123776,28.8495,-0.11279469
2.219711538,-7.21752E-06,28.85625,0.104737923,28.85625,-1.031265736,28.85625,-0.265873194,2.219711538,-2.83665E-05,28.85625,0.281986713,28.85625,-0.982925117,28.85625,-0.330327302,2.219711538,7.21752E-06,28.85625,0.42700845,28.85625,-0.950698078,28.85625,0.020141909,2.219711538,-5.70687E-06,28.85625,-0.269901574,28.85625,-1.003067017,28.85625,-0.10876631
2.220230769,-8.39246E-06,28.863,0.096681163,28.863,-1.035294056,28.863,-0.257816434,2.220230769,-3.05486E-05,28.863,0.277958333,28.863,-0.990981877,28.863,-0.322270542,2.220230769,6.37827E-06,28.863,0.41492331,28.863,-0.954726458,28.863,0.012085145,2.220230769,-4.53193E-06,28.863,-0.269901574,28.863,-1.003067017,28.863,-0.11279469
2.22075,-1.10781E-05,28.86975,0.080567636,28.86975,-1.035294056,28.86975,-0.257816434,2.22075,-3.44091E-05,28.86975,0.265873194,28.86975,-0.990981877,28.86975,-0.322270542,2.22075,2.85344E-06,28.86975,0.41089493,28.86975,-0.954726458,28.86975,0.012085145,2.22075,-4.69978E-06,28.86975,-0.265873194,28.86975,-1.003067017,28.86975,-0.104737923
2.221269231,-8.89601E-06,28.8765,0.080567636,28.8765,-1.039322495,28.8765,-0.257816434,2.221269231,-3.27306E-05,28.8765,0.265873194,28.8765,-0.990981877,28.8765,-0.330327302,2.221269231,2.18204E-06,28.8765,0.41895169,28.8765,-0.950698078,28.8765,0.008056764,2.221269231,-6.37827E-06,28.8765,-0.265873194,28.8765,-1.003067017,28.8765,-0.104737923
2.221788462,-6.54612E-06,28.88325,0.084596016,28.88325,-1.039322495,28.88325,-0.269901574,2.221788462,-2.92058E-05,28.88325,0.286015093,28.88325,-0.986953497,28.88325,-0.330327302,2.221788462,1.17494E-06,28.88325,0.43909362,28.88325,-0.946669698,28.88325,-0.004028382,2.221788462,-6.88182E-06,28.88325,-0.257816434,28.88325,-1.011123776,28.88325,-0.104737923
2.222307692,-6.37827E-06,28.89,0.104737923,28.89,-1.035294056,28.89,-0.277958333,2.222307692,-2.87022E-05,28.89,0.302128643,28.89,-0.978896737,28.89,-0.354497582,2.222307692,1.67849E-07,28.89,0.459235519,28.89,-0.942641318,28.89,-0.008056764,2.222307692,-5.87472E-06,28.89,-0.257816434,28.89,-1.019180536,28.89,-0.104737923
2.222826923,-9.06386E-06,28.89675,0.11682307,28.89675,-1.035294056,28.89675,-0.277958333,2.222826923,-3.47448E-05,28.89675,0.318242162,28.89675,-0.978896737,28.89675,-0.342412442,2.222826923,-1.67849E-07,28.89675,0.475349039,28.89675,-0.934584558,28.89675,-0.008056764,2.222826923,-6.88182E-06,28.89675,-0.257816434,28.89675,-1.015152216,28.89675,-0.100709543
2.223346154,-1.24208E-05,28.9035,0.11279469,28.9035,-1.039322495,28.9035,-0.286015093,2.223346154,-3.6759E-05,28.9035,0.326298922,28.9035,-0.978896737,28.9035,-0.338384062,2.223346154,-1.84634E-06,28.9035,0.475349039,28.9035,-0.938612938,28.9035,0,2.223346154,-1.09102E-05,28.9035,-0.257816434,28.9035,-1.007095456,28.9035,-0.092652783
2.223865385,-1.25887E-05,28.91025,0.11279469,28.91025,-1.039322495,28.91025,-0.286015093,2.223865385,-3.23949E-05,28.91025,0.318242162,28.91025,-0.978896737,28.91025,-0.342412442,2.223865385,-4.86763E-06,28.91025,0.475349039,28.91025,-0.934584558,28.91025,-0.004028382,2.223865385,-1.29244E-05,28.91025,-0.245731279,28.91025,-1.011123776,28.91025,-0.080567636
2.224384615,-1.19173E-05,28.917,0.100709543,28.917,-1.043350816,28.917,-0.286015093,2.224384615,-2.90379E-05,28.917,0.306157023,28.917,-0.982925117,28.917,-0.350469202,2.224384615,-1.09102E-05,28.917,0.471320659,28.917,-0.938612938,28.917,-0.012085145,2.224384615,-1.17494E-05,28.917,-0.245731279,28.917,-1.019180536,28.917,-0.084596016
2.224903846,-1.14137E-05,28.92375,0.088624395,28.92375,-1.043350816,28.92375,-0.286015093,2.224903846,-2.73594E-05,28.92375,0.302128643,28.92375,-0.986953497,28.92375,-0.350469202,2.224903846,-1.19173E-05,28.92375,0.467292279,28.92375,-0.942641318,28.92375,-0.008056764,2.224903846,-1.32601E-05,28.92375,-0.253788054,28.92375,-1.015152216,28.92375,-0.092652783
2.225423077,-8.89601E-06,28.9305,0.092652783,28.9305,-1.043350816,28.9305,-0.281986713,2.225423077,-2.56809E-05,28.9305,0.306157023,28.9305,-0.986953497,28.9305,-0.346440822,2.225423077,-6.88182E-06,28.9305,0.459235519,28.9305,-0.942641318,28.9305,-0.012085145,2.225423077,-1.561E-05,28.9305,-0.261844814,28.9305,-1.019180536,28.9305,-0.096681163
2.225942308,-8.89601E-06,28.93725,0.096681163,28.93725,-1.039322495,28.93725,-0.281986713,2.225942308,-2.58488E-05,28.93725,0.306157023,28.93725,-0.986953497,28.93725,-0.342412442,2.225942308,-2.85344E-06,28.93725,0.455207139,28.93725,-0.942641318,28.93725,-0.016113527,2.225942308,-1.49386E-05,28.93725,-0.261844814,28.93725,-1.011123776,28.93725,-0.088624395
2.226461538,-1.02388E-05,28.944,0.096681163,28.944,-1.031265736,28.944,-0.273929954,2.226461538,-2.83665E-05,28.944,0.302128643,28.944,-0.982925117,28.944,-0.342412442,2.226461538,8.39246E-07,28.944,0.455207139,28.944,-0.938612938,28.944,-0.004028382,2.226461538,-1.32601E-05,28.944,-0.253788054,28.944,-1.003067017,28.944,-0.088624395
2.226980769,-9.73526E-06,28.95075,0.100709543,28.95075,-1.027237296,28.95075,-0.273929954,2.226980769,-2.90379E-05,28.95075,0.298100233,28.95075,-0.974868357,28.95075,-0.330327302,2.226980769,5.03548E-06,28.95075,0.451178759,28.95075,-0.934584558,28.95075,0,2.226980769,-1.02388E-05,28.95075,-0.241702899,28.95075,-1.003067017,28.95075,-0.092652783
2.2275,-7.21752E-06,28.9575,0.100709543,28.9575,-1.027237296,28.9575,-0.277958333,2.2275,-2.80308E-05,28.9575,0.286015093,28.9575,-0.978896737,28.9575,-0.342412442,2.2275,7.21752E-06,28.9575,0.447150379,28.9575,-0.934584558,28.9575,-0.008056764,2.2275,-6.21042E-06,28.9575,-0.241702899,28.9575,-1.003067017,28.9575,-0.096681163
2.228019231,-7.55322E-06,28.96425,0.096681163,28.96425,-1.027237296,28.96425,-0.277958333,2.228019231,-2.93736E-05,28.96425,0.294071853,28.96425,-0.982925117,28.96425,-0.338384062,2.228019231,7.72107E-06,28.96425,0.447150379,28.96425,-0.942641318,28.96425,-0.004028382,2.228019231,-4.69978E-06,28.96425,-0.237674519,28.96425,-1.003067017,28.96425,-0.100709543
2.228538462,-1.09102E-05,28.971,0.088624395,28.971,-1.031265736,28.971,-0.269901574,2.228538462,-3.17235E-05,28.971,0.290043473,28.971,-0.986953497,28.971,-0.334355682,2.228538462,7.04967E-06,28.971,0.43909362,28.971,-0.946669698,28.971,-0.004028382,2.228538462,-2.18204E-06,28.971,-0.245731279,28.971,-1.003067017,28.971,-0.100709543
2.229057692,-1.09102E-05,28.97775,0.084596016,28.97775,-1.035294056,28.97775,-0.273929954,2.229057692,-3.07164E-05,28.97775,0.290043473,28.97775,-0.986953497,28.97775,-0.338384062,2.229057692,9.23171E-06,28.97775,0.443122,28.97775,-0.946669698,28.97775,-0.016113527,2.229057692,-8.39246E-07,28.97775,-0.253788054,28.97775,-1.011123776,28.97775,-0.088624395
2.229576923,-7.21752E-06,28.9845,0.080567636,28.9845,-1.039322495,28.9845,-0.281986713,2.229576923,-2.93736E-05,28.9845,0.294071853,28.9845,-0.990981877,28.9845,-0.346440822,2.229576923,1.15816E-05,28.9845,0.451178759,28.9845,-0.946669698,28.9845,-0.016113527,2.229576923,-2.18204E-06,28.9845,-0.257816434,28.9845,-1.019180536,28.9845,-0.080567636
2.230096154,-5.87472E-06,28.99125,0.084596016,28.99125,-1.039322495,28.99125,-0.277958333,2.230096154,-2.93736E-05,28.99125,0.290043473,28.99125,-0.986953497,28.99125,-0.354497582,2.230096154,7.88891E-06,28.99125,0.455207139,28.99125,-0.942641318,28.99125,-0.020141909,2.230096154,-5.53903E-06,28.99125,-0.253788054,28.99125,-1.019180536,28.99125,-0.076539256
2.230615385,-9.56741E-06,28.998,0.084596016,28.998,-1.039322495,28.998,-0.273929954,2.230615385,-3.03807E-05,28.998,0.310185403,28.998,-0.978896737,28.998,-0.346440822,2.230615385,-1.34279E-06,28.998,0.455207139,28.998,-0.938612938,28.998,-0.020141909,2.230615385,-8.89601E-06,28.998,-0.245731279,28.998,-1.015152216,28.998,-0.084596016
2.231134615,-1.09102E-05,29.00475,0.096681163,29.00475,-1.035294056,29.00475,-0.281986713,2.231134615,-2.98772E-05,29.00475,0.306157023,29.00475,-0.974868357,29.00475,-0.342412442,2.231134615,-1.02388E-05,29.00475,0.463263899,29.00475,-0.934584558,29.00475,-0.012085145,2.231134615,-1.04067E-05,29.00475,-0.237674519,29.00475,-1.007095456,29.00475,-0.088624395
2.231653846,-1.05745E-05,29.0115,0.104737923,29.0115,-1.031265736,29.0115,-0.286015093,2.231653846,-3.27306E-05,29.0115,0.302128643,29.0115,-0.978896737,29.0115,-0.350469202,2.231653846,-1.25887E-05,29.0115,0.471320659,29.0115,-0.938612938,29.0115,-0.012085145,2.231653846,-8.22461E-06,29.0115,-0.23364614,29.0115,-1.007095456,29.0115,-0.084596016
2.232173077,-1.15816E-05,29.01825,0.104737923,29.01825,-1.035294056,29.01825,-0.281986713,2.232173077,-3.59197E-05,29.01825,0.306157023,29.01825,-0.982925117,29.01825,-0.346440822,2.232173077,-1.15816E-05,29.01825,0.471320659,29.01825,-0.938612938,29.01825,-0.012085145,2.232173077,-6.21042E-06,29.01825,-0.241702899,29.01825,-1.007095456,29.01825,-0.088624395
2.232692308,-1.19173E-05,29.025,0.096681163,29.025,-1.039322495,29.025,-0.281986713,2.232692308,-3.57519E-05,29.025,0.314213783,29.025,-0.978896737,29.025,-0.350469202,2.232692308,-1.02388E-05,29.025,0.471320659,29.025,-0.938612938,29.025,-0.020141909,2.232692308,-9.9031E-06,29.025,-0.253788054,29.025,-1.007095456,29.025,-0.088624395
2.233211538,-1.10781E-05,29.03175,0.092652783,29.03175,-1.035294056,29.03175,-0.286015093,2.233211538,-3.57519E-05,29.03175,0.314213783,29.03175,-0.978896737,29.03175,-0.350469202,2.233211538,-6.54612E-06,29.03175,0.463263899,29.03175,-0.942641318,29.03175,-0.020141909,2.233211538,-1.29244E-05,29.03175,-0.257816434,29.03175,-1.007095456,29.03175,-0.084596016
2.233730769,-1.2253E-05,29.0385,0.088624395,29.0385,-1.035294056,29.0385,-0.286015093,2.233730769,-3.97803E-05,29.0385,0.306157023,29.0385,-0.982925117,29.0385,-0.346440822,2.233730769,-2.34989E-06,29.0385,0.463263899,29.0385,-0.938612938,29.0385,-0.024170291,2.233730769,-1.64492E-05,29.0385,-0.253788054,29.0385,-1.011123776,29.0385,-0.080567636
2.23425,-1.32601E-05,29.04525,0.084596016,29.04525,-1.035294056,29.04525,-0.281986713,2.23425,-4.12909E-05,29.04525,0.302128643,29.04525,-0.982925117,29.04525,-0.346440822,2.23425,1.84634E-06,29.04525,0.459235519,29.04525,-0.942641318,29.04525,-0.028198672,2.23425,-1.93027E-05,29.04525,-0.241702899,29.04525,-1.011123776,29.04525,-0.080567636
2.234769231,-1.42672E-05,29.052,0.084596016,29.052,-1.039322495,29.052,-0.286015093,2.234769231,-3.87732E-05,29.052,0.294071853,29.052,-0.978896737,29.052,-0.358525962,2.234769231,5.20333E-06,29.052,0.463263899,29.052,-0.938612938,29.052,-0.020141909,2.234769231,-2.1149E-05,29.052,-0.237674519,29.052,-1.015152216,29.052,-0.076539256
2.235288462,-1.561E-05,29.05875,0.084596016,29.05875,-1.039322495,29.05875,-0.281986713,2.235288462,-3.54162E-05,29.05875,0.306157023,29.05875,-0.978896737,29.05875,-0.350469202,2.235288462,7.21752E-06,29.05875,0.459235519,29.05875,-0.946669698,29.05875,-0.020141909,2.235288462,-1.98062E-05,29.05875,-0.23364614,29.05875,-1.015152216,29.05875,-0.076539256
2.235807692,-1.2253E-05,29.0655,0.088624395,29.0655,-1.035294056,29.0655,-0.286015093,2.235807692,-3.05486E-05,29.0655,0.302128643,29.0655,-0.978896737,29.0655,-0.346440822,2.235807692,8.56031E-06,29.0655,0.459235519,29.0655,-0.942641318,29.0655,-0.028198672,2.235807692,-1.561E-05,29.0655,-0.237674519,29.0655,-1.011123776,29.0655,-0.080567636
2.236326923,-1.2253E-05,29.07225,0.092652783,29.07225,-1.039322495,29.07225,-0.281986713,2.236326923,-2.83665E-05,29.07225,0.298100233,29.07225,-0.978896737,29.07225,-0.358525962,2.236326923,7.88891E-06,29.07225,0.467292279,29.07225,-0.942641318,29.07225,-0.016113527,2.236326923,-1.02388E-05,29.07225,-0.241702899,29.07225,-1.015152216,29.07225,-0.076539256
2.236846154,-1.7792E-05,29.079,0.096681163,29.079,-1.043350816,29.079,-0.277958333,2.236846154,-2.3331E-05,29.079,0.302128643,29.079,-0.982925117,29.079,-0.342412442,2.236846154,2.85344E-06,29.079,0.467292279,29.079,-0.942641318,29.079,-0.016113527,2.236846154,-5.87472E-06,29.079,-0.241702899,29.079,-1.015152216,29.079,-0.080567636
2.237365385,-2.13169E-05,29.08575,0.104737923,29.08575,-1.043350816,29.08575,-0.277958333,2.237365385,-1.62814E-05,29.08575,0.314213783,29.08575,-0.986953497,29.08575,-0.338384062,2.237365385,-6.71397E-06,29.08575,0.467292279,29.08575,-0.942641318,29.08575,-0.012085145,2.237365385,-7.55322E-06,29.08575,-0.245731279,29.08575,-1.023208976,29.08575,-0.092652783
2.237884615,-2.19883E-05,29.0925,0.11682307,29.0925,-1.043350816,29.0925,-0.281986713,2.237884615,-1.4435E-05,29.0925,0.310185403,29.0925,-0.982925117,29.0925,-0.334355682,2.237884615,-1.35958E-05,29.0925,0.467292279,29.0925,-0.938612938,29.0925,-0.012085145,2.237884615,-1.25887E-05,29.0925,-0.245731279,29.0925,-1.015152216,29.0925,-0.096681163
2.238403846,-2.08133E-05,29.09925,0.12085145,29.09925,-1.035294056,29.09925,-0.286015093,2.238403846,-1.49386E-05,29.09925,0.302128643,29.09925,-0.982925117,29.09925,-0.326298922,2.238403846,-1.7792E-05,29.09925,0.471320659,29.09925,-0.934584558,29.09925,0.004028382,2.238403846,-1.19173E-05,29.09925,-0.249759674,29.09925,-1.003067017,29.09925,-0.100709543
2.238923077,-1.66171E-05,29.106,0.11279469,29.106,-1.035294056,29.106,-0.286015093,2.238923077,-1.62814E-05,29.106,0.294071853,29.106,-0.986953497,29.106,-0.330327302,2.238923077,-2.13169E-05,29.106,0.467292279,29.106,-0.938612938,29.106,0.004028382,2.238923077,-1.09102E-05,29.106,-0.253788054,29.106,-0.999038696,29.106,-0.100709543
2.239442308,-1.4435E-05,29.11275,0.104737923,29.11275,-1.039322495,29.11275,-0.281986713,2.239442308,-2.04776E-05,29.11275,0.298100233,29.11275,-0.986953497,29.11275,-0.334355682,2.239442308,-2.56809E-05,29.11275,0.463263899,29.11275,-0.938612938,29.11275,0,2.239442308,-1.61135E-05,29.11275,-0.265873194,29.11275,-1.003067017,29.11275,-0.092652783
2.239961538,-1.46029E-05,29.1195,0.092652783,29.1195,-1.039322495,29.1195,-0.286015093,2.239961538,-2.60166E-05,29.1195,0.302128643,29.1195,-0.982925117,29.1195,-0.346440822,2.239961538,-2.3331E-05,29.1195,0.455207139,29.1195,-0.938612938,29.1195,0,2.239961538,-1.84634E-05,29.1195,-0.269901574,29.1195,-1.007095456,29.1195,-0.088624395
2.240480769,-1.42672E-05,29.12625,0.092652783,29.12625,-1.035294056,29.12625,-0.290043473,2.240480769,-2.7863E-05,29.12625,0.306157023,29.12625,-0.982925117,29.12625,-0.346440822,2.240480769,-1.24208E-05,29.12625,0.455207139,29.12625,-0.938612938,29.12625,-0.016113527,2.240480769,-1.59457E-05,29.12625,-0.269901574,29.12625,-1.015152216,29.12625,-0.076539256
2.241,-1.15816E-05,29.133,0.088624395,29.133,-1.035294056,29.133,-0.286015093,2.241,-2.75273E-05,29.133,0.306157023,29.133,-0.978896737,29.133,-0.346440822,2.241,-2.18204E-06,29.133,0.463263899,29.133,-0.938612938,29.133,-0.016113527,2.241,-1.46029E-05,29.133,-0.261844814,29.133,-1.019180536,29.133,-0.076539256
2.241519231,-8.89601E-06,29.13975,0.088624395,29.13975,-1.035294056,29.13975,-0.290043473,2.241519231,-3.03807E-05,29.13975,0.310185403,29.13975,-0.982925117,29.13975,-0.346440822,2.241519231,3.86053E-06,29.13975,0.471320659,29.13975,-0.938612938,29.13975,-0.012085145,2.241519231,-1.49386E-05,29.13975,-0.257816434,29.13975,-1.011123776,29.13975,-0.084596016
2.242038462,-7.21752E-06,29.1465,0.092652783,29.1465,-1.039322495,29.1465,-0.286015093,2.242038462,-3.92767E-05,29.1465,0.306157023,29.1465,-0.982925117,29.1465,-0.346440822,2.242038462,9.73526E-06,29.1465,0.471320659,29.1465,-0.942641318,29.1465,-0.016113527,2.242038462,-1.2253E-05,29.1465,-0.253788054,29.1465,-1.011123776,29.1465,-0.080567636
2.242557692,-6.54612E-06,29.15325,0.100709543,29.15325,-1.039322495,29.15325,-0.286015093,2.242557692,-4.7837E-05,29.15325,0.310185403,29.15325,-0.982925117,29.15325,-0.334355682,2.242557692,1.15816E-05,29.15325,0.471320659,29.15325,-0.934584558,29.15325,-0.016113527,2.242557692,-7.88891E-06,29.15325,-0.245731279,29.15325,-1.019180536,29.15325,-0.080567636
2.243076923,-4.19623E-06,29.16,0.10876631,29.16,-1.039322495,29.16,-0.281986713,2.243076923,-4.54871E-05,29.16,0.310185403,29.16,-0.978896737,29.16,-0.334355682,2.243076923,5.53903E-06,29.16,0.471320659,29.16,-0.934584558,29.16,-0.012085145,2.243076923,-7.55322E-06,29.16,-0.241702899,29.16,-1.011123776,29.16,-0.084596016
2.243596154,-2.51774E-06,29.16675,0.10876631,29.16675,-1.035294056,29.16675,-0.286015093,2.243596154,-3.96124E-05,29.16675,0.306157023,29.16675,-0.982925117,29.16675,-0.334355682,2.243596154,-1.17494E-06,29.16675,0.471320659,29.16675,-0.938612938,29.16675,0,2.243596154,-9.56741E-06,29.16675,-0.245731279,29.16675,-1.003067017,29.16675,-0.084596016
2.244115385,-5.53903E-06,29.1735,0.10876631,29.1735,-1.035294056,29.1735,-0.286015093,2.244115385,-4.31373E-05,29.1735,0.302128643,29.1735,-0.982925117,29.1735,-0.330327302,2.244115385,-3.02129E-06,29.1735,0.467292279,29.1735,-0.934584558,29.1735,-0.004028382,2.244115385,-9.06386E-06,29.1735,-0.249759674,29.1735,-1.003067017,29.1735,-0.088624395
2.244634615,-7.88891E-06,29.18025,0.104737923,29.18025,-1.035294056,29.18025,-0.286015093,2.244634615,-4.64942E-05,29.18025,0.302128643,29.18025,-0.982925117,29.18025,-0.334355682,2.244634615,-2.85344E-06,29.18025,0.459235519,29.18025,-0.938612938,29.18025,0,2.244634615,-7.55322E-06,29.18025,-0.261844814,29.18025,-1.003067017,29.18025,-0.084596016
2.245153846,-6.88182E-06,29.187,0.092652783,29.187,-1.039322495,29.187,-0.286015093,2.245153846,-4.3473E-05,29.187,0.306157023,29.187,-0.982925117,29.187,-0.334355682,2.245153846,-3.18914E-06,29.187,0.459235519,29.187,-0.942641318,29.187,-0.004028382,2.245153846,-5.53903E-06,29.187,-0.269901574,29.187,-1.003067017,29.187,-0.080567636
2.245673077,-4.19623E-06,29.19375,0.096681163,29.19375,-1.039322495,29.19375,-0.290043473,2.245673077,-3.84375E-05,29.19375,0.310185403,29.19375,-0.982925117,29.19375,-0.342412442,2.245673077,-2.18204E-06,29.19375,0.463263899,29.19375,-0.938612938,29.19375,-0.008056764,2.245673077,-5.53903E-06,29.19375,-0.269901574,29.19375,-1.011123776,29.19375,-0.076539256
